Process(_Total) IO Other Bytes sec,Network_I(Intel R _Pro_1000MT) Bytes Received sec,Process(_Total) IO Other Operations sec,Process(_Total) IO Data Bytes sec,Process(_Total) IO Read Bytes sec,Network_I(Intel R _Pro_1000MT) Bytes Received sec.1,Process(_Total) Pool Paged Bytes,Network_I(Intel R _Pro_1000MT) Bytes Sent sec,Network_I(Intel R _Pro_1000MT) Packets Received sec,Process(_Total) IO Data Operations sec,Label
5099.397452,2779.356271,249.9234064,52245.12482,25565.38454,2779.356271,7528144,143.9942805,4.399825239,242.6570283,0
3684.226189,82.26576284,145.4650685,59390.61416,27235.10078,82.26576284,8100536,105.465508,1.066654948,258.5304929,0
259.7342199,104.5336901,3.600012288,51067.90765,25533.95382,104.5336901,7449664,12.80004369,1.200004096,241.0674895,0
9372.923573,82.26541075,495.3257714,5227.186865,1482.910694,82.26541075,7816264,76.79882754,1.066650382,4.599929774,0
1162.998385,2624.600954,47.3871858,8988.76492,2350.664071,2624.600954,8696144,136.7087853,5.258030205,14.15124179,1
4372.849326,2859.765591,223.2025177,20476.36431,9000.368191,2859.765591,10208600,421.0714164,8.866766684,12.60014213,4
3221.596029,2842.345526,106.5287931,51670.99778,25533.97841,2842.345526,7502664,171.1927038,5.266442211,241.389712,0
3421.324168,391.5399138,111.3352045,23201.12327,11306.79003,391.5399138,7925008,151.0025378,3.200053782,33.00055463,0
6203.945726,2568.722322,319.3903416,5647.162563,2833.647644,2568.722322,8849568,125.9961899,4.933184154,21.86600544,1
5736.240165,2545.321574,284.3986861,5246.242429,2604.387968,2545.321574,8696240,122.3994345,4.9999769,18.93324586,1
3335.505118,0.0,116.1920501,487787.8256,283723.9876,0.0,5269472,0.0,0.0,250.4495309,0
8526.700636,109.1987275,443.0615035,5397.403769,239.4638761,109.1987275,7945408,71.99916097,1.533315465,3.733289828,0
7231.977798,4805.00717,281.2709889,25139.78631,9149.673933,4805.00717,10216968,497.2076404,13.46687361,15.8002428,4
5654.796758,4640.064006,195.9998876,20200.65508,7905.995467,4640.064006,11086560,274.7331758,8.533328441,130.3999252,6
4376.754044,2890.102987,223.1309905,24841.73916,9000.172165,2890.102987,10120624,401.8624471,9.466567268,12.66653367,4
1528.442623,2615.606274,67.93522782,9938.943831,2794.87794,2615.606274,8563128,121.6033911,5.400150592,19.06719839,1
3936.327654,2677.241479,115.6684588,5115.94593,2561.506353,2677.241479,8702896,171.8693295,6.000092961,14.866897,1
8119.064953,2535.557825,363.1272933,5466.042415,2740.087757,2535.557825,8565640,115.1980839,4.866585719,20.33299513,1
4882.498822,9485.791992,195.537291,313.3396753,146.8029713,9485.791992,6403744,1670.700482,148.2029996,2.800056673,0
5129.12426,6881.365052,182.9306321,32461.32065,2583.161855,6881.365052,8700912,181.7306498,72.33226523,18.19973125,1
2716.855905,229.2159657,139.2096964,54964.96183,27207.76178,229.2159657,7984328,79.73888741,2.666852422,258.0846431,0
1423.308492,300.0614296,61.39892838,308.6612795,145.5974588,300.0614296,6509320,75.86534256,4.599919716,2.599954622,7
8424.881438,4879.208555,350.6672815,30474.85343,8069.747482,4879.208555,11068336,402.1340384,9.066682564,142.3335829,6
1042.536864,38.40013005,53.60018153,302.6676917,144.400489,38.40013005,6410552,19.60006638,0.600002032,2.400008128,0
3070.125269,264.2659725,97.53307715,1773.795341,155.1995923,264.2659725,10215760,187.9995062,3.399991069,3.733323527,6
1370.038754,2454.202755,61.3350683,5327.350693,2672.075584,2454.202755,8701808,125.2035416,4.600130122,19.13387457,1
6516.497976,3207.583633,280.5927364,23534.92409,9148.029855,3207.583633,10095912,495.6538358,11.13304514,15.53293124,4
7755.688156,78.00088661,403.6712551,1028.745027,239.4693886,78.00088661,7784328,69.06745173,1.000011367,3.666708345,0
14595.24259,3011.169628,708.0085339,34592.08362,13648.56451,3011.169628,10213112,426.0051348,10.13345548,21.93359771,4
6933.472511,164.3366321,358.8072025,328.7399322,200.6040268,164.3366321,5297104,27.80055805,1.400028103,5.333440393,0
2218.549203,112.8008069,106.800764,1600.478115,239.4683797,112.8008069,7711256,91.13398525,1.133341441,3.733360039,0
12244.71564,2625.096254,583.6213995,5544.936648,2781.168643,2625.096254,8699880,143.2052509,5.933550897,20.46741714,1
2102.562112,16203.24135,80.73187854,11633.19037,5539.633509,16203.24135,8034360,228.7292116,12.66643842,19.33298495,0
4666.427686,2775.976811,234.9313709,16615.79454,5818.48473,2775.976811,7846152,180.7318236,5.99994988,19.26650573,0
1242.399942,2597.466545,51.3999976,5332.266418,2649.066543,2597.466545,8692624,139.5999935,5.599999739,17.99999916,1
11191.63388,90.7981114,532.8555833,792.7168448,95.06468932,90.7981114,8355720,79.59834435,1.199975041,1.399970881,0
2230.225958,2704.217306,79.26521981,5618.297447,2819.281872,2704.217306,8564984,163.7970102,6.333217731,20.19963129,1
10941.83099,821.8539718,572.9911492,268.5291855,144.3977695,821.8539718,6404984,169.1973865,12.06648028,2.333297292,0
2591.937072,6386.649736,79.793958,4637.515514,144.3890669,6386.649736,6040784,293.2444622,13.33232381,2.399818286,3
3537.083216,3007.070746,129.4030444,19034.38115,6148.144645,3007.070746,7822184,221.138536,6.933496455,27.60064935,0
2953.261474,702.2178766,87.59391397,44.79688751,2.39983326,702.2178766,6750576,47.59669298,8.999374723,0.466634245,7
1097.654412,135.6569129,53.66280831,4637.266581,144.3896184,135.6569129,4961368,0.0,1.733208716,2.399827452,0
3579.434452,163.5318615,171.8651199,55470.0341,27177.3554,163.5318615,7936512,142.7987148,1.866649867,257.8643459,0
975.1820761,0.0,53.19174961,303.0196663,144.3776061,0.0,4991512,0.0,0.0,2.399627802,0
13562.99368,10798.16703,665.4459581,22068.22483,10728.9164,10798.16703,8136872,206.3522322,9.397824529,22.86137456,0
10095.85926,450.4056181,462.8057727,5746.071673,461.6724253,450.4056181,8021936,88.26776766,3.733379901,15.33352459,0
8147.379381,68.53259912,435.0620057,4661.150064,1482.650783,68.53259912,7665416,66.99928221,0.933323334,4.533284767,0
4536.663582,127.7999131,195.7998669,17378.52152,5222.929782,127.7999131,7830608,163.199889,1.533332291,12.46665819,0
4342.536501,5984.928723,160.3260663,260975.1709,127459.0227,5984.928723,8217464,443.0465848,7.199673663,417.9810543,0
5673.232905,86.93383755,294.4683746,1028.805967,239.4680556,86.93383755,7917840,80.46713338,1.133339907,3.666687933,0
3991.59166,457.8678682,121.2179677,1536.694446,625.2926851,457.8678682,8148240,163.8242831,2.533708897,23.47014557,0
3844.149188,349.0741601,139.0029839,1322.02838,406.7420647,349.0741601,7825472,87.13520384,2.933396304,12.46693429,0
2178.01982,86.53412079,106.2009664,5983.787786,239.4688458,86.53412079,7777664,79.60072437,1.133343647,3.866701854,0
4836.825268,162.1053275,248.9690608,54985.54935,27215.95951,162.1053275,7947792,89.6181131,1.94821985,258.1727201,0
6199.177306,174.6679056,315.6689058,1594.344643,239.4683653,174.6679056,8023816,104.7340762,2.066681326,3.733359815,0
8483.885115,3167.839794,389.6130936,886596.2622,54543.29969,3167.839794,7172288,366.4789828,5.400181482,252.2751448,0
2584.539629,0.0,89.2094217,279.1628166,146.8155057,0.0,4952464,0.0,0.0,2.73362204,0
3115.292503,2616.07768,100.269644,5495.496513,2754.881802,2616.07768,8689600,139.6041453,5.666834934,19.13390148,1
6490.764907,55.86636462,317.5316165,52418.38326,25651.06131,55.86636462,7499328,66.59963992,0.866661981,243.4653503,0
10710.89176,82.26327523,503.5792391,1359.277295,95.06274755,82.26327523,7696752,76.79683392,1.066622693,1.466606203,0
3416.414103,86.52693669,124.5241277,5727.97655,95.05963922,86.52693669,7700744,111.5917504,1.133249556,1.533219987,0
17817.96578,2966.61657,880.5851299,20776.58249,9160.511976,2966.61657,10125672,443.0591849,9.199844645,15.46640549,4
2981.911872,143.7355124,97.00147054,313.3380835,146.8022255,143.7355124,5529528,0.0,1.600024256,2.800042449,3
8444.11414,293.0474916,420.0391821,1016.266836,203.7200033,293.0474916,8006608,97.12697799,2.333180666,6.799555082,0
5534.169161,119.4703185,278.3418413,55471.96226,27178.43075,119.4703185,7794312,45.60139388,1.866723726,257.874549,0
2162.265946,165.0666116,94.59996847,56731.18109,25622.92479,165.0666116,7393440,32.26665591,2.533332489,243.2665856,0
8351.935153,158.5346333,433.9368916,1028.408433,239.4686303,158.5346333,8071736,100.6008249,1.80001476,3.666696734,0
5051.760817,2637.069275,250.5749091,4958.436829,2462.153456,2637.069275,8693840,128.7871041,5.732759293,13.86527829,1
6371.079268,165.6714044,324.6065721,16213.38797,5616.153896,165.6714044,8038424,37.1493447,1.40060366,16.80724392,0
13286.14729,3089.795495,615.8659945,188114.8982,93782.4125,3089.795495,7902872,234.3743735,6.599278435,204.1110158,0
3187.95896,2457.168368,103.3320031,5457.396412,2735.831447,2457.168368,8696208,118.7984707,4.33327755,21.13306128,1
7774.734411,2960.959133,387.1367066,9948.820021,2495.355076,2960.959133,7930272,239.8687567,7.466731727,16.00013941,0
16127.08806,126.1335007,789.467714,54895.07283,27146.30268,126.1335007,7719744,93.73345769,1.733335633,256.6003404,0
10205.01095,4.266643371,485.1973508,51862.11683,25653.5266,4.266643371,7314464,2.799984712,0.066666303,243.7986689,0
9248.887309,299.9361647,478.7378526,5417.517808,239.4689273,299.9361647,7833592,98.26759431,3.866703168,3.800035872,0
3081.535349,2658.477558,102.0645254,9484.934339,2566.612819,2658.477558,8712664,132.3972223,6.333200463,16.86631281,1
8489.892631,120.6651407,441.9944102,59103.38587,27092.45737,120.6651407,8105600,86.79890228,1.666645589,257.0634157,0
9239.73696,134.1372573,429.7459048,54557.52932,26977.45585,134.1372573,7997856,86.00251586,1.800052658,255.0074598,0
12040.4107,2588.958568,569.9262865,8198.425103,4106.30707,2588.958568,8692240,145.9443721,5.675614471,18.98628174,1
4085.5793,3541.982054,138.3326324,3088.117687,1537.192212,3541.982054,5861560,186.4657219,7.19996352,3.866647076,3
2345.269042,179.5284119,102.9971765,6304.760499,348.1237901,179.5284119,8051232,47.79868968,0.999972587,9.199747804,0
8143.063079,2774.177535,407.2064882,202048.4193,100662.8039,2774.177535,7892880,234.8037412,5.866760144,300.8047928,0
1379.984112,2570.837068,54.33270778,5208.873362,2585.703563,2570.837068,8696328,135.9984342,5.533269627,17.13313607,1
1048.84205,2583.495809,40.73948557,9186.354589,2394.842701,2583.495809,8692720,132.2036247,5.791397458,13.57982852,1
3612.156138,2886.884893,108.6673527,187439.5167,93477.99016,2886.884893,7893088,281.0684411,6.533374581,212.1346726,0
4961.279818,2884.835549,454.0617689,49594.9317,33720.30294,2884.835549,10214152,439.3285944,8.866571026,16.46648905,4
7089.089435,116.4025632,368.1414398,22562.69683,11006.64237,116.4025632,7945584,79.60175283,1.600035233,23.20051088,0
5348.458156,2979.299062,249.7360488,21559.30109,9144.766101,2979.299062,10126344,451.2715735,9.266767427,15.0001631,4
1247.918186,152.3900093,54.12978458,412.5062894,254.249998,152.3900093,5291272,44.13044014,1.066596741,7.999475554,0
16555.94249,2970.437527,857.0774944,24848.71392,9000.380371,2970.437527,10208592,453.4723955,10.06679384,12.66682669,4
1679.485399,2645.696175,60.80067813,9588.373609,2592.562249,2645.696175,8691728,143.2015972,5.66672987,15.86684363,1
10956.40533,2782.868021,541.2669301,134793.3989,75950.23696,2782.868021,7301776,154.8000753,4.600002239,288.266807,0
14201.48086,104.9304827,700.380973,15238.31936,5158.993181,104.9304827,7803576,83.26440465,1.399961968,9.933063485,0
3387.762875,4587.039999,109.8009575,63019.08286,28598.24938,4587.039999,10763864,262.0022847,8.600074993,331.0695536,6
6360.875077,2970.777187,277.8582976,20801.77345,9147.991129,2970.777187,10215312,444.3866151,9.466381539,15.59953014,4
6082.364609,2249.270939,257.0595358,1267.031519,351.7902413,2249.270939,7825240,209.7275155,5.933168747,9.666398521,0
1366.148862,4577.052026,54.5339532,55527.03116,27746.44872,4577.052026,10945984,246.0027962,8.600097754,319.2036283,6
1606.793294,2596.389164,78.13300726,5098.845387,2559.322652,2596.389164,8698928,135.9994324,5.799975795,16.26659878,1
4565.013595,0.0,185.5924216,5161.922555,95.06278494,0.0,7897456,41.99828507,0.0,1.46660678,0
1819.052078,2610.512397,80.33268907,5523.22237,2769.844453,2610.512397,8702184,132.3989382,5.866619616,20.73316705,1
2432.170708,121.0685271,111.8683857,59953.58795,27234.55184,121.0685271,7908936,155.7357265,1.600024587,258.4706385,0
1972.336686,497.867513,91.53348894,1196.135367,293.2004984,497.867513,7844512,54.46675926,3.26667222,6.26667732,0
3192.90232,95.46573938,113.5988966,21707.78915,10552.56417,95.46573938,7925128,81.13254527,1.266654363,15.66651449,0
9004.818401,225.9321223,457.6642136,4308.910238,1219.593463,225.9321223,7925944,89.2661882,2.333320827,10.33327795,0
2642.666116,247.2248955,72.8073317,4544.924341,167.2168387,247.2248955,5291072,71.94057775,1.866854659,8.86755963,0
40268.34988,8500.879765,164.0849348,76214.75191,14030.89544,8500.879765,6871080,2077.097917,9.601068919,81.14236718,0
8181.557235,2618.938338,366.2766904,5549.485204,2781.809462,2618.938338,8569520,140.4038424,5.400147784,19.00051998,1
23771.69689,3019.89374,1193.491338,25167.31445,9147.944781,3019.89374,10217200,426.5183256,10.26630543,15.66611543,4
4505.684101,2899.834981,231.3308057,25899.05034,9144.566747,2899.834981,10132464,373.5959178,9.133233538,15.06650204,4
4140.937088,61.4667224,154.7334736,5727.738526,95.06675286,61.4667224,8021376,86.66674524,0.800000725,1.533334724,0
3608.62854,213.821442,130.6797712,1033.30362,240.7574765,213.821442,7704752,139.4139804,1.400140406,3.867054455,0
10536.65401,91.19296659,552.2240755,1028.653997,239.4481988,91.19296659,7980344,83.26024508,1.199907455,3.666383891,0
5429.906305,2578.418822,271.1353126,10023.53984,2625.619167,2578.418822,8696240,118.8008672,5.066703654,18.26680001,1
34257.78253,3749.494939,2247.043657,97096.53906,28436.17548,3749.494939,8965344,255.6640487,8.266582017,235.8642514,2
7935.147764,86.53421771,415.6042475,5397.521829,239.469114,86.53421771,8166600,80.4008217,1.133344916,3.733371488,0
9097.655684,115.0623119,473.4487482,5397.329062,239.457604,115.0623119,7878568,98.26294774,1.533275304,3.733192044,0
6204.94475,82.26681804,271.3338326,793.0681259,95.06684159,82.26681804,7683552,76.80014131,1.066668629,1.400002576,0
3710.326165,2504.68349,181.1297289,4971.101075,2468.48421,2504.68349,8693040,140.3972061,4.999900502,14.79970549,1
1257.335027,2678.670274,50.33340112,9846.946594,2721.870332,2678.670274,8558168,151.2002036,6.200008349,19.60002639,1
7666.468666,7231.120909,286.9640623,1321861.84,462838.1539,7231.120909,5861400,755.7231591,10.93704537,130.5776514,3
18128.05983,2918.857093,884.3102351,25931.05601,9148.02772,2918.857093,10045880,403.6561232,9.466419404,15.73292239,4
1146.902117,138.6438233,53.30409699,356.9114724,198.7272444,138.6438233,5291480,21.9995712,0.864031497,5.184188984,0
3344.923107,561.8868203,118.4568608,1261.628896,350.5043186,561.8868203,7825472,90.7924842,3.199735126,9.465883081,0
3171.249556,2603.774022,102.9349419,9891.821243,2768.443262,2603.774022,8698048,132.402069,5.533419802,19.60030629,1
3510.730909,6476.739204,163.3967844,53784.20819,26902.0039,6476.739204,10950112,369.7927225,13.19974023,320.5270254,6
1113.376157,758.3383521,54.79554549,4637.223025,144.3882622,758.3383521,6758856,247.8465184,11.79904082,2.399804912,7
1212.372409,2632.115541,58.50626443,9671.392036,2662.101668,2632.115541,8698528,125.941731,5.064323573,18.45812671,1
5455.106925,91.20067306,282.2020827,54961.47228,27206.06745,91.20067306,7897944,115.2675173,1.200008856,258.0019041,0
3017.377568,190.0027854,97.4014279,326.0047792,148.0021697,190.0027854,5541680,0.0,1.733358744,3.000043981,3
2780.362879,0.0,91.99436013,488.7700351,147.9909272,0.0,5027688,0.0,0.0,3.133141251,0
2364.322764,2616.995426,74.06842406,5329.59312,2646.062782,2616.995426,8694960,160.2038011,5.133455133,19.06711907,1
7248.728238,2948.037481,294.6637495,19154.07704,9146.976112,2948.037481,10216384,427.9290968,9.133242914,15.26651553,4
5561.092492,136.2705667,237.6734689,54908.90483,27186.04473,136.2705667,7763912,105.5363538,1.800051517,258.1407213,0
8188.945255,77.60264004,421.1476608,1594.320905,239.4748136,77.60264004,8122200,63.46882588,1.066702956,3.733460346,0
8515.967083,421.541604,403.5412508,6125.053507,258.6717418,421.541604,7927528,87.4683828,3.600070633,9.733524305,0
4505.808452,2924.62888,225.5304195,27508.57792,9072.549449,2924.62888,10121616,414.5279776,8.799886305,16.99978036,4
2959.08889,6497.903768,95.25450584,28122.47636,2602.601068,6497.903768,8700128,3181.993765,66.12489139,16.33124838,1
3919.663107,167.6693661,192.8031041,5620.290487,348.1389384,167.6693661,7826464,48.53411473,1.06668384,9.133480382,0
9216.632504,2627.323595,468.1315981,29495.75734,27053.09972,2627.323595,8692032,135.9994959,5.466646404,11.79995626,1
7872.990474,4612.044914,365.8755184,58991.82721,29478.84652,4612.044914,10945152,327.0745797,9.066886025,331.3413496,6
7822.258427,2608.330586,347.1329677,9897.856241,2771.597081,2608.330586,8562904,134.9998578,4.999994733,19.86664574,1
3044.664843,2560.643936,96.33749447,9419.740203,2532.242709,2560.643936,8702472,115.2049761,4.666868244,13.73392655,1
3016.418279,4513.627353,101.867284,15607.16125,7796.447246,4513.627353,11096232,242.9348055,7.400044844,128.1341098,6
10986.98866,106.5364556,521.2152751,1102.165634,240.7403886,106.5364556,7952904,148.4043492,1.400041031,4.00011723,0
2642.046271,82.26810746,135.2690357,1048.418361,239.4708606,82.26810746,7709512,76.80134505,1.066685348,3.733398718,0
3211.951769,2530.099074,104.125617,5591.16542,2767.566849,2530.099074,8568848,133.8090889,4.402492456,19.61110276,1
1828.969535,2841.989586,84.73501052,51949.29492,25679.97496,2841.989586,7502536,153.2030324,5.733446817,243.8048257,0
2768.464735,290.978776,73.86127922,230.316534,222.1171321,290.978776,5353864,93.99314414,1.733206913,11.59915396,0
3332.758489,11668.32265,118.7746202,32763.32208,16101.19688,11668.32265,8008744,209.8062634,9.936787427,38.01321365,0
9339.385883,82.26712956,430.4690888,1359.340982,95.06720158,82.26712956,7818248,76.80043213,1.066672668,1.466674919,0
1391.911403,64.00205703,60.40194132,274.2754819,145.6046797,64.00205703,6504560,0.0,1.000032141,2.533414757,7
7158.468212,0.0,375.7579104,8475.887713,320.0209315,0.0,4959216,8.000523288,0.0,10.66736438,0
3926.939604,2888.355577,196.3303138,1196.181603,293.1954907,2888.355577,7820992,201.5302338,6.9332267,6.266570287,0
4118.02221,13.20007119,156.2675095,55928.56831,25478.67075,13.20007119,7521032,9.266716645,0.200001079,240.9346328,0
7289.824878,299.7453211,362.3478248,1306.118903,403.0827873,299.7453211,7932056,76.33638628,2.200087989,11.86714127,0
8506.521311,261.5329637,392.0661125,792.7322129,95.06653231,261.5329637,8131832,80.46655294,2.266663463,1.399998021,0
3228.763142,4.266794158,107.3365405,54424.15953,25470.36105,4.266794158,7322376,18.80056176,0.066668659,241.0072013,0
3805.571232,2931.049896,127.0079397,2056.395219,460.4287829,2931.049896,7821656,248.8155543,6.200387607,15.13427943,0
2705.447873,91.19936647,131.9324168,11619.38595,5251.696852,91.19936647,7906432,83.26608824,1.199991664,10.19992914,0
16280.42941,104.0001879,851.3348714,1038.068542,241.6004365,104.0001879,8025072,83.2668171,1.400002529,3.800006865,0
10438.3817,117.7090704,474.90211,61978.15798,27230.98697,117.7090704,7821384,106.044808,1.533017338,258.9466242,0
9559.981393,2755.800586,486.5177989,1915.397102,293.2710087,2755.800586,7953384,177.5763293,6.068135924,6.401549986,0
3277.281284,4553.616121,107.5053834,279.5273266,146.7618439,4553.616121,6172912,189.9506154,8.464466018,2.732622888,3
5560.800853,988.8001516,197.0666969,781749.7199,6264.00096,988.8001516,7843944,264.8667073,4.200000644,28.06667097,0
6179.084815,229.2105651,263.545481,1946.48972,350.5494913,229.2105651,7914832,44.13536768,2.26677115,9.533772777,0
3501.068937,38.73659027,174.4477716,5957.447975,242.2035257,38.73659027,7808368,33.01262676,0.532461722,3.926905199,0
29466.56207,36227.46592,327.2684666,60170.13094,30619.96841,36227.46592,6406352,951.4052327,28.46682323,15.33341767,4
7027.911645,228.8014643,310.735322,792.7384069,95.0672751,228.8014643,7978456,68.53377195,2.733350827,1.40000896,0
3246.776991,118.1324962,115.2658498,54817.94486,27107.67456,118.1324962,8080656,88.13270877,1.599988661,256.1981844,0
8591.478357,2575.776812,441.1407798,5481.492528,2749.113072,2575.776812,8701128,143.602424,5.26675557,19.06698852,1
8390.60464,78.00314197,437.3509498,1028.708103,239.4763128,78.00314197,7829048,74.00298084,1.000040282,3.666814366,0
6390.188246,3051.426222,277.9357217,25171.68298,9148.345281,3051.426222,10213544,443.870481,10.73342557,15.6668013,4
6050.720591,2483.837421,311.8061217,5426.440955,2707.881332,2483.837421,8565272,128.9403739,4.271316735,19.15418598,1
5785.666753,94.79672446,293.4565268,5397.680159,239.4583926,94.79672446,7707584,40.79859027,1.133294174,3.733204339,0
3794.335255,17749.14677,131.9473101,86322.9439,42564.84209,17749.14677,7922600,244.7592599,14.06815686,90.6762717,0
3526.677399,1252.760827,118.3359304,69589.12725,34872.69867,1252.760827,8309960,141.6697758,3.000065841,136.2029892,0
12152.47029,238.9307831,568.1272695,2006.578583,406.7289922,238.9307831,8022128,98.46561571,1.599982923,12.53319956,0
5363.544116,1966.628398,225.736593,152346.7332,75872.4956,1966.628398,7218632,122.4017675,3.06671095,135.1352847,0
1138.933789,2573.601029,45.60001824,9969.070654,2782.934447,2573.601029,8558512,129.6000518,5.40000216,15.73333963,1
4298.787391,1899.82689,172.2874061,6253.133081,294.3215417,1899.82689,7980168,138.0298716,5.398560888,6.598241085,0
3296.995825,105.3310701,163.8631458,1594.432408,239.4615214,105.3310701,7999224,73.99841002,1.199974217,3.733253118,0
3309.793255,216.7951915,109.6642343,998.04453,207.3954,216.7951915,7815856,47.79893982,2.066620829,7.333170684,0
4422.863983,2959.486929,224.7964752,29323.54021,9072.524409,2959.486929,10210952,436.1264949,9.39985261,17.06639907,4
11257.92454,491.8462171,499.9136419,2221.275393,625.2587535,491.8462171,8013688,169.5492653,2.933608995,23.53554489,0
27420.54204,2936.681879,1440.540795,20741.97411,9144.714036,2936.681879,10126576,443.0689618,9.733383752,14.93341069,4
3962.21595,31.19960065,199.1307845,1594.912918,239.4636015,31.19960065,7834704,39.4661615,0.39999488,3.733285547,0
11402.13044,4724.787385,476.2054478,9704.711022,4648.253176,4724.787385,9087232,454.4051984,12.66681157,9.13343782,4
3587.180978,353.8779436,121.2038624,1431.912297,516.6164628,353.8779436,8030296,110.3368494,2.066732527,15.40049076,0
14934.76615,2802.72698,709.5983916,18438.35821,6465.318679,2802.72698,7314584,204.9328688,4.666656089,18.59995784,0
9828.0342,6563.333337,383.047213,20412.36332,8031.725429,6563.333337,11017760,357.6485029,13.7326359,135.9930934,6
15182.5573,3050.910724,744.2952899,20797.93695,9147.799092,3050.910724,10126712,426.1115534,10.26614193,15.59920267,4
4136.062496,86.93184448,209.3297482,1595.039349,239.4625655,86.93184448,7806160,80.46528856,1.133313923,3.733269395,0
5142.520066,60.53317716,210.9994556,1379.063109,95.0664214,60.53317716,7698128,65.46649776,0.799997936,1.533329377,0
10445.75701,82.26370298,502.5152294,5414.60493,241.9246176,82.26370298,7898664,76.79723325,1.06662824,4.133184428,0
3480.839307,108.5324803,172.1986465,1594.920797,239.4647845,108.5324803,7830688,85.99932405,1.133324425,3.73330399,0
3072.927433,138.1330681,156.066367,69709.79949,32395.67113,138.1330681,8110872,115.599778,1.866663083,267.199487,0
5234.723189,232.7965841,214.0635256,12419.75109,5585.85137,232.7965841,7931736,58.53247447,1.999970654,19.13305259,0
16048.30564,413.2113027,761.0874849,9473.859142,4942.401858,413.2113027,8140608,143.870602,2.46673414,21.86726481,0
7870.31606,15936.76004,344.6571518,141684.6219,70258.4604,15936.76004,7792472,299.1917403,12.53298734,337.9240044,0
7446.07724,2648.980044,321.7975758,5189.494239,2603.447054,2648.980044,8697672,144.0655814,5.9999548,15.79988097,1
12779.93938,2621.850136,575.8623389,5361.853173,2695.429589,2621.850136,8558792,177.8946273,5.122620159,19.02687488,1
1437.805847,0.0,61.33642673,308.4155544,145.6073435,0.0,6407440,40.13535749,0.0,2.600131133,0
3296.341032,207.4713472,205.9379793,5750.729736,149.2700342,207.4713472,6520280,0.0,2.666726828,3.533413047,7
13212.27071,6696.234927,679.1967806,22915.35805,10810.48209,6696.234927,7946576,124.9994075,5.99997156,25.99987676,0
9567.558349,112.1328452,488.4645402,22234.36987,5187.710749,112.1328452,8362120,85.99962561,1.533326658,9.866623714,0
3317.948505,171.197343,119.19815,1261.780417,350.5278931,171.197343,8021504,56.26579342,1.33331264,9.466519746,0
4961.863524,2953.731463,188.1332142,178225.4871,91363.27547,2953.731463,7865160,241.599847,6.59999582,223.4665251,0
4878.977569,140.6679421,197.6684589,27268.58057,10893.2321,140.6679421,8315560,167.8681887,1.933350862,17.20015595,0
2569.533307,6079.079603,16.8026155,7292.401802,2225.213043,6079.079603,6495592,1006.156618,6.334319333,15.46907458,0
15427.00237,2774.800425,787.2001207,3556.400545,1121.066839,2774.800425,7947528,167.4000257,5.866667566,7.533334488,0
5148.977349,494.924748,209.1963711,4682.318777,146.7974536,494.924748,6409712,45.19921594,7.733199188,2.86661694,0
11499.71285,2770.293852,588.8724455,52418.64773,25635.85157,2770.293852,7318416,144.0014131,4.666712463,204.5353405,0
8197.728087,311.7331338,377.0664253,42125.17304,20781.65337,311.7331338,7824736,96.6666048,3.533331072,28.66664832,0
1868.635274,1364.643741,60.93230967,274.2620591,145.597554,1364.643741,6511984,125.9978832,9.199845443,2.533290774,7
4372.789185,2657.326761,214.0661372,9160.910675,2377.19412,2657.326761,8694736,117.9997081,6.333317669,11.53330481,1
18366.42375,365.8004731,890.4678183,6430.608317,461.6672638,365.8004731,8027208,102.0001319,1.933335834,15.40001992,0
3598.925881,199.1366098,127.2687607,5727.827575,95.06823086,199.1366098,8024632,98.26828351,2.133368434,1.533358562,0
7944.350593,114.1134715,365.2031018,5295.411649,2660.536925,114.1134715,7897608,143.4417002,1.533066498,4.465889364,0
1170.295532,108.2570029,54.59512648,384.2990282,200.5820947,108.2570029,5422256,33.53034019,0.666607161,5.466178719,0
2177.575284,78.00389083,106.2719675,21363.46561,10123.70497,78.00389083,7838048,74.0036913,1.000049882,16.33414808,0
12852.53619,82.26412471,667.7793656,5983.681771,239.4592674,82.26412471,7607352,76.79762695,1.066633708,3.86654719,0
2617.819645,6303.760355,75.30896636,1736.238223,144.353293,6303.760355,6042584,282.6418817,12.46263426,2.865739428,3
12305.26795,123.1033613,576.3051184,55402.9145,27126.08574,123.1033613,8022256,85.35877708,1.60047707,256.409764,0
11907.92629,2841.480893,617.6030921,34264.03822,13500.46759,2841.480893,10213600,388.1352766,8.333375056,18.93342813,4
6377.838926,76.52820084,280.7145067,5161.520501,95.06029129,76.52820084,7986608,70.59526541,0.999932938,1.466568309,0
4732.357956,19.3298939,156.105557,27155.16819,8576.673924,19.3298939,5008120,0.0,0.066654807,12.93103247,0
5943.446063,4510.384364,244.1991534,16593.67581,8303.83788,4510.384364,10998760,232.9991923,7.066642169,143.26617,6
7785.287687,323.0008721,335.4009056,1426.603852,515.3347247,323.0008721,7990664,119.6669898,1.733338013,17.86671491,0
2539.635642,6325.956662,87.79662276,29677.59174,5897.973125,6325.956662,6041976,280.4558785,12.26619483,4.866479469,3
6789.876288,242.1289217,295.5946143,54189.61267,26470.78437,242.1289217,8021040,70.59871369,2.066629013,56.93229603,0
1158.209057,75.40058963,53.9337551,328.735904,200.6015687,75.40058963,5300104,33.53359557,0.466670316,5.33337504,0
